,study_id,study_url,latitude,longitude,study,site,site_block,replicate,precip_direction,precip_duration,replicates,delta_precip,map,lrr_s,freq_direction,delta_freq,treatment_start_date,treatment_end_date,storm_size_direction,delta_storm_size,notes
452,Zhong_2019e.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - B,2,incr.P,3,6,34,372,-0.268263987,unchanged,0,5/1/09,9/1/12,increase,0.40,
453,Zhong_2019e.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - C,3,incr.P,3,6,34,372,-0.146603474,unchanged,0,5/1/09,9/1/12,increase,0.40,
454,Zhong_2019e.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - D,4,incr.P,3,6,34,372,0.336472237,unchanged,0,5/1/09,9/1/12,increase,0.40,
455,Zhong_2019e.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - E,5,incr.P,3,6,34,372,-0.194156014,unchanged,0,5/1/09,9/1/12,increase,0.40,
456,Zhong_2019e.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - F,6,incr.P,3,6,34,372,0,unchanged,0,5/1/09,9/1/12,increase,0.40,
457,Zhong_2019f.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - A,1,incr.P,3,6,51,372,0.117783036,unchanged,0,5/1/09,9/1/12,increase,0.60,
458,Zhong_2019f.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - B,2,incr.P,3,6,51,372,0.211309094,unchanged,0,5/1/09,9/1/12,increase,0.60,
459,Zhong_2019f.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - C,3,incr.P,3,6,51,372,-0.257829109,unchanged,0,5/1/09,9/1/12,increase,0.60,
460,Zhong_2019f.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - D,4,incr.P,3,6,51,372,0.125163143,unchanged,0,5/1/09,9/1/12,increase,0.60,
461,Zhong_2019f.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - E,5,incr.P,3,6,51,372,0.057158414,unchanged,0,5/1/09,9/1/12,increase,0.60,
462,Zhong_2019f.csv,https://link.springer.com/article/10.1007/s00442-019-04520-y,42.033333,116.28333,Zhong_2019,Duolun.County,Duolun.County - F,6,incr.P,3,6,51,372,0,unchanged,0,5/1/09,9/1/12,increase,0.60,
463,jones_2015,pdf,39.1069,-96.6091,jones_2015,Konza,A,1,unch.P,14,16,0,835,0.059408896,decrease,-0.476,5/1/98,9/30/12,increase,0.92,
464,zhang_2021,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13980,31.79,-110.9,zhang_2021,Santa_rita,A,1,unch.P,0.4,20,0,384,0,increase,1,7/15/20,9/30/20,decrease,-0.47,
465,zhang_2021,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13981,31.79,-110.9,zhang_2021,Santa_rita,A,2,unch.P,0.4,20,0,384,-0.054195944,decrease,-1,7/15/20,9/30/20,increase,1.00,
466,zhang_2021,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13982,31.79,-110.9,zhang_2021,Santa_rita,A,3,unch.P,0.4,20,0,384,0.050343026,decrease,-2,7/15/20,9/30/20,increase,2.00,
467,zhang_2021,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13983,31.79,-110.9,zhang_2021,Santa_rita,B,1,unch.P,0.4,20,0,384,-0.171238756,increase,1,7/15/20,9/30/20,decrease,-0.47,
468,zhang_2021,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13984,31.79,-110.9,zhang_2021,Santa_rita,B,2,unch.P,0.4,20,0,384,0.002433029,decrease,-1,7/15/20,9/30/20,increase,1.00,
469,zhang_2021,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.13985,31.79,-110.9,zhang_2021,Santa_rita,B,3,unch.P,0.4,20,0,384,-0.049022878,decrease,-2,7/15/20,9/30/20,increase,2.00,
470,barnett_2021,https://link.springer.com/article/10.1186/s12862-021-01871-0#Sec12,-33.609625,150.738442,barnett_2021,DRI,A,1,unch.P,2,12,0,861.6,-0.016886146,decrease,,6/1/13,12/1/15,increase,,all rainfall accumulated in 21 days re-applied in one application
474,xiangfei_2016,https://link.springer.com/article/10.1007/s40333-016-0044-5,42.916667,120.7,xiangfei_2016,Naiman,A,1,unch.P,0.27,28,0,342,-0.209398441,increase,1.89,5/1/14,8/8/14,decrease,-0.61,
475,xiangfei_2016,https://link.springer.com/article/10.1007/s40333-016-0044-6,42.916667,120.7,xiangfei_2016,Naiman,A,2,unch.P,0.27,28,0,342,-0.009428744,increase,0.89,5/1/14,8/8/14,decrease,-0.41,
476,xiangfei_2016,https://link.springer.com/article/10.1007/s40333-016-0044-7,42.916667,120.7,xiangfei_2016,Naiman,A,3,unch.P,0.27,28,0,342,-0.002924553,increase,0.11,5/1/14,8/8/14,decrease,0.01,
477,Ma_2015,https://link.springer.com/article/10.1007/s11104-014-2137-5,42.916667,120.7,Ma_2015,Naiman,A,1,unch.P,1.08,36,0,342,-0.602059991,increase,1.67,5/1/11,6/1/11,decrease,-0.62,
478,Ma_2015,https://link.springer.com/article/10.1007/s11104-014-2137-6,42.916667,120.7,Ma_2015,Naiman,A,2,unch.P,1.08,36,0,342,0.176091259,increase,0.33,5/1/11,6/1/11,decrease,-0.25,
479,Ma_2015,https://link.springer.com/article/10.1007/s11104-014-2137-7,42.916667,120.7,Ma_2015,Naiman,A,3,unch.P,1.08,36,0,342,0.243038049,decrease,-0.33,5/1/11,6/1/11,increase,0.51,
480,Ma_2015,https://link.springer.com/article/10.1007/s11104-014-2137-8,42.916667,120.7,Ma_2015,Naiman,B,1,unch.P,1.08,36,0,342,-0.698970004,increase,1.5,5/1/12,6/1/12,decrease,-0.51,
481,Ma_2015,https://link.springer.com/article/10.1007/s11104-014-2137-9,42.916667,120.7,Ma_2015,Naiman,B,2,unch.P,1.08,36,0,342,0.204119983,increase,0.14,5/1/12,6/1/12,decrease,-0.03,
482,Ma_2015,https://link.springer.com/article/10.1007/s11104-014-2137-10,42.916667,120.7,Ma_2015,Naiman,B,3,unch.P,1.08,36,0,342,0.146128036,decrease,-0.43,5/1/12,6/1/12,increase,0.94,
483,He_2022,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011748,37.708611,107.226944,He_2022,Yanchi,A,1,unch.P,1.5,18,0,311,0.124938737,decrease,-3,5/1/20,10/1/20,increase,1.13,
484,He_2022,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011749,37.708611,107.226944,He_2022,Yanchi,B,1,unch.P,1.5,18,0,311,-0.13430394,decrease,-3,5/1/20,10/1/20,increase,1.12,
485,He_2022,https://www-sciencedirect-com.ezproxy.princeton.edu/science/article/pii/S1470160X22011750,37.708611,107.226944,He_2022,Yanchi,C,1,unch.P,1.5,18,0,311,-0.103719852,decrease,-3,5/1/20,10/1/20,increase,1.13,
